voucher_number,document_number,document_type,voucher_date,customer_name,customer_vat,gl_taxable,gl_tax,ar_taxable,ar_vat,ar_gross,diff_taxable,diff_tax,tax_code,status
261100000027,261100000027,INV,2026-04-26,AL Rajhi Bank,300000434710003,0.00,0.00,8.06,0.00,0.00,8.06,0.00,E,Out of scope by design
261100000028,261100000028,INV,2026-04-26,Saudi Awal Bank ,,0.00,0.00,106666.67,0.00,0.00,106666.67,0.00,E,Out of scope by design
261100000029,261100000029,INV,2026-04-26,Saudi Awal Bank ,,0.00,0.00,106666.67,0.00,0.00,106666.67,0.00,E,Out of scope by design
261100000030,261100000030,INV,2026-04-26,Saudi Awal Bank ,,0.00,0.00,53333.33,0.00,0.00,53333.33,0.00,E,Out of scope by design
261100000031,261100000031,INV,2026-04-26,Saudi Awal Bank ,,0.00,0.00,366666.67,0.00,0.00,366666.67,0.00,E,Out of scope by design
261100000033,261100000033,INV,2026-05-14,AL Rajhi Bank,300000434710003,0.00,0.00,8.10,0.00,0.00,8.10,0.00,E,Out of scope by design
CASH POOLING INTEREST YTD MARCH 2026 AS PER KYRIBA REPORTS ADJUSTMENT,Cash Pooling Interest YTD March 2026 as per Kyriba Reports Adjustment,JV,2026-03-31,,,,,0.00,0.00,0.00,,,O,Out of scope by design
261200000017,261200000017,INV,2026-01-31,Saudi Awal Bank ,,0.00,0.00,4060.04,0.00,0.00,4060.04,0.00,E,Out of scope by design
261200000018,261200000018,INV,2026-01-31,Saudi Awal Bank ,,0.00,0.00,1724.41,0.00,0.00,1724.41,0.00,E,Out of scope by design
261200000019,261200000019,INV,2026-01-31,Saudi Awal Bank ,,0.00,0.00,761.74,0.00,0.00,761.74,0.00,E,Out of scope by design
261300000001,261300000001,INV,2026-01-31,Saudi Awal Bank ,,0.00,0.00,1444.85,0.00,0.00,1444.85,0.00,E,Out of scope by design
261300000002,261300000002,INV,2026-01-31,Saudi Awal Bank ,,0.00,0.00,1685.66,0.00,0.00,1685.66,0.00,E,Out of scope by design
261400000002,261400000002,INV,2026-01-31,AL Rajhi Bank,300000434710003,0.00,0.00,1415.28,0.00,0.00,1415.28,0.00,E,Out of scope by design
261400000003,261400000003,INV,2026-02-28,AL Rajhi Bank,300000434710003,0.00,0.00,4.88,0.00,0.00,4.88,0.00,E,Out of scope by design
261400000004,261400000004,INV,2026-03-30,AL Rajhi Bank,300000434710003,0.00,0.00,5.34,0.00,0.00,5.34,0.00,E,Out of scope by design
261400000005,261400000005,INV,2026-04-26,AL Rajhi Bank,300000434710003,0.00,0.00,0.31,0.00,0.00,0.31,0.00,E,Out of scope by design
261400000006,261400000006,INV,2026-05-14,AL Rajhi Bank,300000434710003,0.00,0.00,74.10,0.00,0.00,74.10,0.00,E,Out of scope by design
CASH POOLING INTEREST YTD MARCH 2026 AS PER KYRIBA REPORTS ADJUSTMENT,Cash Pooling Interest YTD March 2026 as per Kyriba Reports Adjustment,JV,2026-03-31,,,,,0.00,0.00,0.00,,,O,Out of scope by design
