entity_id,accounting_doc_id,fiscal_year,line_no,gl_account,doc_type,doc_date,posting_date,currency,fx_rate,amount_signed,tax_code,customer_id,customer_tin,customer_name
K1,INV-KSA-500119,2026,2,410000,Invoice,2026-06-30,2026-07-04,SAR,1.0,-5974.870,S15,337472416562603,337472416562603,Gulf Mega Stores
K1,INV-KSA-500119,2026,3,230000,Invoice,2026-06-30,2026-07-04,SAR,1.0,-896.230,S15,337472416562603,337472416562603,Gulf Mega Stores
K1,INV-KSA-500122,2026,1,140000,Invoice,2026-06-18,2026-06-20,SAR,1.0,11574.850,S15,360416221481353,360416221481353,Marina Enterprises
K1,INV-KSA-500122,2026,2,410000,Invoice,2026-06-18,2026-06-20,SAR,1.0,-10065.090,S15,360416221481353,360416221481353,Marina Enterprises
K1,INV-KSA-500122,2026,3,230000,Invoice,2026-06-18,2026-06-20,SAR,1.0,-1509.760,S15,360416221481353,360416221481353,Marina Enterprises
K1,INV-KSA-500124,2026,1,140000,Invoice,2026-07-01,2026-07-03,SAR,1.0,44867.740,S15,312793239090103,312793239090103,Marina Enterprises
K1,INV-KSA-500124,2026,2,410000,Invoice,2026-07-01,2026-07-03,SAR,1.0,-39015.430,S15,312793239090103,312793239090103,Marina Enterprises
K1,INV-KSA-500124,2026,3,230000,Invoice,2026-07-01,2026-07-03,SAR,1.0,-5852.310,S15,312793239090103,312793239090103,Marina Enterprises
K1,INV-KSA-500128,2026,1,140000,Invoice,2026-07-10,2026-07-10,SAR,1.0,25284.270,S15,392868975543553,392868975543553,Gulf Mega Stores
K1,INV-KSA-500128,2026,2,410000,Invoice,2026-07-10,2026-07-10,SAR,1.0,-21986.320,S15,392868975543553,392868975543553,Gulf Mega Stores
K1,INV-KSA-500128,2026,3,230000,Invoice,2026-07-10,2026-07-10,SAR,1.0,-3297.950,S15,392868975543553,392868975543553,Gulf Mega Stores
K2,INV-KSA-500130,2026,1,140000,Invoice,2026-07-03,2026-07-04,SAR,1.0,5224.590,EX,301721887247223,301721887247223,Cedar Supplies Co.
K2,INV-KSA-500130,2026,2,410000,Invoice,2026-07-03,2026-07-04,SAR,1.0,-5224.590,EX,301721887247223,301721887247223,Cedar Supplies Co.
K2,INV-KSA-500132,2026,1,140000,Invoice,2026-06-27,2026-06-29,SAR,1.0,11561.090,EX,395944571629853,395944571629853,Summit Traders
K2,INV-KSA-500132,2026,2,410000,Invoice,2026-06-27,2026-06-29,SAR,1.0,-11561.090,EX,395944571629853,395944571629853,Summit Traders
K2,INV-KSA-500135,2026,1,140000,Invoice,2026-07-11,2026-07-14,SAR,1.0,2617.860,EX,354522050514373,354522050514373,Summit Traders
K2,INV-KSA-500135,2026,2,410000,Invoice,2026-07-11,2026-07-14,SAR,1.0,-2617.860,EX,354522050514373,354522050514373,Summit Traders
K1,INV-KSA-500139,2026,1,140000,Invoice,2026-07-07,2026-07-09,SAR,1.0,10231.490,EX,364655813336633,364655813336633,Cedar Supplies Co.
K1,INV-KSA-500139,2026,2,410000,Invoice,2026-07-07,2026-07-09,SAR,1.0,-10231.490,EX,364655813336633,364655813336633,Cedar Supplies Co.
