entity_id,accounting_doc_id,fiscal_year,line_no,gl_account,doc_type,doc_date,posting_date,currency,fx_rate,amount_signed,tax_code,customer_id,customer_tin,customer_name
O1,INV-OMN-500133,2026,1,140000,Credit Note,2026-07-06,2026-07-06,OMR,1.0,-27213.438,S5,OM7854965127,OM7854965127,Summit Traders
O1,INV-OMN-500133,2026,2,410000,Credit Note,2026-07-06,2026-07-06,OMR,1.0,25917.560,S5,OM7854965127,OM7854965127,Summit Traders
O1,INV-OMN-500133,2026,3,230000,Credit Note,2026-07-06,2026-07-06,OMR,1.0,1295.878,S5,OM7854965127,OM7854965127,Summit Traders
O2,INV-OMN-500134,2026,1,140000,Invoice,2026-06-27,2026-06-30,OMR,1.0,30595.586,S5,OM5695573742,OM5695573742,Pearl Retail Group
O2,INV-OMN-500134,2026,2,410000,Invoice,2026-06-27,2026-06-30,OMR,1.0,-29138.653,S5,OM5695573742,OM5695573742,Pearl Retail Group
O2,INV-OMN-500134,2026,3,230000,Invoice,2026-06-27,2026-06-30,OMR,1.0,-1456.933,S5,OM5695573742,OM5695573742,Pearl Retail Group
O1,INV-OMN-500137,2026,1,140000,Invoice,2026-06-24,2026-06-27,OMR,1.0,28676.278,S5,OM9483208154,OM9483208154,Cedar Supplies Co.
O1,INV-OMN-500137,2026,2,410000,Invoice,2026-06-24,2026-06-27,OMR,1.0,-27310.741,S5,OM9483208154,OM9483208154,Cedar Supplies Co.
O1,INV-OMN-500137,2026,3,230000,Invoice,2026-06-24,2026-06-27,OMR,1.0,-1365.537,S5,OM9483208154,OM9483208154,Cedar Supplies Co.
O1,INV-OMN-500139,2026,1,140000,Invoice,2026-06-26,2026-06-29,OMR,1.0,32438.066,S5,OM3670619248,OM3670619248,Pearl Retail Group
O1,INV-OMN-500139,2026,2,410000,Invoice,2026-06-26,2026-06-29,OMR,1.0,-30893.396,S5,OM3670619248,OM3670619248,Pearl Retail Group
O1,INV-OMN-500139,2026,3,230000,Invoice,2026-06-26,2026-06-29,OMR,1.0,-1544.670,S5,OM3670619248,OM3670619248,Pearl Retail Group
O1,INV-OMN-500140,2026,1,140000,Invoice,2026-06-18,2026-06-22,OMR,1.0,8692.779,S5,OM9895543522,OM9895543522,Marina Enterprises
O1,INV-OMN-500140,2026,2,410000,Invoice,2026-06-18,2026-06-22,OMR,1.0,-8278.837,S5,OM9895543522,OM9895543522,Marina Enterprises
O1,INV-OMN-500140,2026,3,230000,Invoice,2026-06-18,2026-06-22,OMR,1.0,-413.942,S5,OM9895543522,OM9895543522,Marina Enterprises
O1,INV-OMN-500143,2026,1,140000,Invoice,2026-07-12,2026-07-16,OMR,1.0,2513.935,EX,OM1649475528,OM1649475528,Gulf Mega Stores
O1,INV-OMN-500143,2026,2,410000,Invoice,2026-07-12,2026-07-16,OMR,1.0,-2513.935,EX,OM1649475528,OM1649475528,Gulf Mega Stores
O2,INV-OMN-500147,2026,1,140000,Invoice,2026-07-07,2026-07-07,OMR,1.0,10003.518,EX,OM3827081238,OM3827081238,Gulf Mega Stores
O2,INV-OMN-500147,2026,2,410000,Invoice,2026-07-07,2026-07-07,OMR,1.0,-10003.518,EX,OM3827081238,OM3827081238,Gulf Mega Stores
O2,INV-OMN-500150,2026,1,140000,Invoice,2026-06-23,2026-06-27,OMR,1.0,11939.639,EX,OM7936592906,OM7936592906,Marina Enterprises
O2,INV-OMN-500150,2026,2,410000,Invoice,2026-06-23,2026-06-27,OMR,1.0,-11939.639,EX,OM7936592906,OM7936592906,Marina Enterprises
O1,INV-OMN-500151,2026,1,140000,Invoice,2026-06-29,2026-06-30,OMR,1.0,6388.674,EX,OM5061732197,OM5061732197,Al Noor Distribution
O1,INV-OMN-500151,2026,2,410000,Invoice,2026-06-29,2026-06-30,OMR,1.0,-6388.674,EX,OM5061732197,OM5061732197,Al Noor Distribution
