scenario_id,scenario_name,expected_cell,expected_bucket,expected_tier,expected_cardinality,gl_docs,ar_docs,einv_docs,expected_ambiguous,expected_min_alternatives
2216,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF216,,C2CF216,false,0
2217,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF217,,C2CF217,false,0
2218,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF218,,C2CF218,false,0
2219,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF219,,C2CF219,false,0
2220,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF220,,C2CF220,false,0
2221,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF221,,C2CF221,false,0
2222,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF222,,C2CF222,false,0
2223,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF223,,C2CF223,false,0
2224,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF224,,C2CF224,false,0
2225,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF225,,C2CF225,false,0
2226,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF226,,C2CF226,false,0
2227,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF227,,C2CF227,false,0
2228,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF228,,C2CF228,false,0
2229,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF229,,C2CF229,false,0
2230,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF230,,C2CF230,false,0
2231,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF231,,C2CF231,false,0
2232,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF232,,C2CF232,false,0
2233,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF233,,C2CF233,false,0
2234,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF234,,C2CF234,false,0
2235,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF235,,C2CF235,false,0
2236,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF236,,C2CF236,false,0
2237,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF237,,C2CF237,false,0
2238,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF238,,C2CF238,false,0
2239,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF239,,C2CF239,false,0
2240,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF240,,C2CF240,false,0
2241,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF241,,C2CF241,false,0
2242,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF242,,C2CF242,false,0
2243,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF243,,C2CF243,false,0
2244,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF244,,C2CF244,false,0
2245,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF245,,C2CF245,false,0
2246,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF246,,C2CF246,false,0
2247,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF247,,C2CF247,false,0
2248,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF248,,C2CF248,false,0
2249,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF249,,C2CF249,false,0
2250,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF250,,C2CF250,false,0
2251,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF251,,C2CF251,false,0
2252,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF252,,C2CF252,false,0
2253,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF253,,C2CF253,false,0
2254,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF254,,C2CF254,false,0
2255,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF255,,C2CF255,false,0
2256,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF256,,C2CF256,false,0
2257,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF257,,C2CF257,false,0
2258,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF258,,C2CF258,false,0
2259,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF259,,C2CF259,false,0
2260,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF260,,C2CF260,false,0
2261,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF261,,C2CF261,false,0
2262,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF262,,C2CF262,false,0
2263,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF263,,C2CF263,false,0
2264,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF264,,C2CF264,false,0
2265,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF265,,C2CF265,false,0
2266,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF266,,C2CF266,false,0
2267,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF267,,C2CF267,false,0
2268,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF268,,C2CF268,false,0
2269,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF269,,C2CF269,false,0
2270,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF270,,C2CF270,false,0
2271,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF271,,C2CF271,false,0
2272,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF272,,C2CF272,false,0
2273,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF273,,C2CF273,false,0
2274,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF274,,C2CF274,false,0
2275,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF275,,C2CF275,false,0
2276,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF276,,C2CF276,false,0
2277,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF277,,C2CF277,false,0
2278,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF278,,C2CF278,false,0
2279,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF279,,C2CF279,false,0
2280,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF280,,C2CF280,false,0
2281,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF281,,C2CF281,false,0
2282,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF282,,C2CF282,false,0
2283,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF283,,C2CF283,false,0
2284,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF284,,C2CF284,false,0
2285,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF285,,C2CF285,false,0
2286,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF286,,C2CF286,false,0
2287,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF287,,C2CF287,false,0
2288,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF288,,C2CF288,false,0
2289,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF289,,C2CF289,false,0
2290,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF290,,C2CF290,false,0
2291,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF291,,C2CF291,false,0
2292,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF292,,C2CF292,false,0
2293,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF293,,C2CF293,false,0
2294,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF294,,C2CF294,false,0
2295,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF295,,C2CF295,false,0
2296,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF296,,C2CF296,false,0
2297,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF297,,C2CF297,false,0
2298,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF298,,C2CF298,false,0
2299,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF299,,C2CF299,false,0
2300,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF300,,C2CF300,false,0
2301,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF301,,C2CF301,false,0
2302,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF302,,C2CF302,false,0
2303,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF303,,C2CF303,false,0
2304,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF304,,C2CF304,false,0
2305,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF305,,C2CF305,false,0
2306,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF306,,C2CF306,false,0
2307,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF307,,C2CF307,false,0
2308,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF308,,C2CF308,false,0
2309,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF309,,C2CF309,false,0
2310,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF310,,C2CF310,false,0
2311,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF311,,C2CF311,false,0
2312,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF312,,C2CF312,false,0
2313,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF313,,C2CF313,false,0
2314,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF314,,C2CF314,false,0
2315,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF315,,C2CF315,false,0
2316,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF316,,C2CF316,false,0
2317,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF317,,C2CF317,false,0
2318,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF318,,C2CF318,false,0
2319,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF319,,C2CF319,false,0
2320,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF320,,C2CF320,false,0
2321,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF321,,C2CF321,false,0
2322,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF322,,C2CF322,false,0
2323,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF323,,C2CF323,false,0
2324,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF324,,C2CF324,false,0
2325,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF325,,C2CF325,false,0
2326,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF326,,C2CF326,false,0
2327,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF327,,C2CF327,false,0
2328,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF328,,C2CF328,false,0
2329,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF329,,C2CF329,false,0
2330,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF330,,C2CF330,false,0
2331,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF331,,C2CF331,false,0
2332,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF332,,C2CF332,false,0
2333,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF333,,C2CF333,false,0
2334,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF334,,C2CF334,false,0
2335,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF335,,C2CF335,false,0
2336,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF336,,C2CF336,false,0
2337,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF337,,C2CF337,false,0
2338,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF338,,C2CF338,false,0
2339,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF339,,C2CF339,false,0
2340,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF340,,C2CF340,false,0
2341,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF341,,C2CF341,false,0
2342,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF342,,C2CF342,false,0
2343,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF343,,C2CF343,false,0
2344,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF344,,C2CF344,false,0
2345,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF345,,C2CF345,false,0
2346,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF346,,C2CF346,false,0
2347,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF347,,C2CF347,false,0
2348,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF348,,C2CF348,false,0
2349,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF349,,C2CF349,false,0
2350,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF350,,C2CF350,false,0
2351,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF351,,C2CF351,false,0
2352,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF352,,C2CF352,false,0
2353,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF353,,C2CF353,false,0
2354,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF354,,C2CF354,false,0
2355,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF355,,C2CF355,false,0
2356,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF356,,C2CF356,false,0
2357,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF357,,C2CF357,false,0
2358,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF358,,C2CF358,false,0
2359,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF359,,C2CF359,false,0
2360,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF360,,C2CF360,false,0
2361,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF361,,C2CF361,false,0
2362,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF362,,C2CF362,false,0
2363,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF363,,C2CF363,false,0
2364,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF364,,C2CF364,false,0
2365,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF365,,C2CF365,false,0
2366,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF366,,C2CF366,false,0
2367,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF367,,C2CF367,false,0
2368,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF368,,C2CF368,false,0
2369,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF369,,C2CF369,false,0
2370,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF370,,C2CF370,false,0
2371,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF371,,C2CF371,false,0
2372,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF372,,C2CF372,false,0
2373,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF373,,C2CF373,false,0
2374,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF374,,C2CF374,false,0
2375,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF375,,C2CF375,false,0
2376,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF376,,C2CF376,false,0
2377,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF377,,C2CF377,false,0
2378,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF378,,C2CF378,false,0
2379,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF379,,C2CF379,false,0
2380,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF380,,C2CF380,false,0
2381,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF381,,C2CF381,false,0
2382,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF382,,C2CF382,false,0
2383,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF383,,C2CF383,false,0
2384,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF384,,C2CF384,false,0
2385,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF385,,C2CF385,false,0
2386,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF386,,C2CF386,false,0
2387,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF387,,C2CF387,false,0
2388,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF388,,C2CF388,false,0
2389,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF389,,C2CF389,false,0
2390,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF390,,C2CF390,false,0
2391,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF391,,C2CF391,false,0
2392,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF392,,C2CF392,false,0
2393,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF393,,C2CF393,false,0
2394,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF394,,C2CF394,false,0
2395,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF395,,C2CF395,false,0
2396,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF396,,C2CF396,false,0
2397,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF397,,C2CF397,false,0
2398,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF398,,C2CF398,false,0
2399,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF399,,C2CF399,false,0
2400,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF400,,C2CF400,false,0
2401,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF401,,C2CF401,false,0
2402,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF402,,C2CF402,false,0
2403,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF403,,C2CF403,false,0
2404,filler_cash_T2,E3,NON_CUSTOMER_SETTLED_SALE,T2,1:0:1,C2CF404,,C2CF404,false,0
3001,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB1,C2CB1,C2CB1,false,0
3002,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB2,C2CB2,C2CB2,false,0
3003,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB3,C2CB3,C2CB3,false,0
3004,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB4,C2CB4,C2CB4,false,0
3005,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB5,C2CB5,C2CB5,false,0
3006,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB6,C2CB6,C2CB6,false,0
3007,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB7,C2CB7,C2CB7,false,0
3008,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB8,C2CB8,C2CB8,false,0
3009,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB9,C2CB9,C2CB9,false,0
3010,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB10,C2CB10,C2CB10,false,0
3011,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB11,C2CB11,C2CB11,false,0
3012,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB12,C2CB12,C2CB12,false,0
3013,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB13,C2CB13,C2CB13,false,0
3014,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB14,C2CB14,C2CB14,false,0
3015,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB15,C2CB15,C2CB15,false,0
3016,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB16,C2CB16,C2CB16,false,0
3017,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB17,C2CB17,C2CB17,false,0
3018,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB18,C2CB18,C2CB18,false,0
3019,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB19,C2CB19,C2CB19,false,0
3020,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB20,C2CB20,C2CB20,false,0
3021,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB21,C2CB21,C2CB21,false,0
3022,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB22,C2CB22,C2CB22,false,0
3023,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB23,C2CB23,C2CB23,false,0
3024,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB24,C2CB24,C2CB24,false,0
3025,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB25,C2CB25,C2CB25,false,0
3026,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB26,C2CB26,C2CB26,false,0
3027,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB27,C2CB27,C2CB27,false,0
3028,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB28,C2CB28,C2CB28,false,0
3029,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB29,C2CB29,C2CB29,false,0
3030,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB30,C2CB30,C2CB30,false,0
3031,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB31,C2CB31,C2CB31,false,0
3032,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB32,C2CB32,C2CB32,false,0
3033,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB33,C2CB33,C2CB33,false,0
3034,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB34,C2CB34,C2CB34,false,0
3035,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB35,C2CB35,C2CB35,false,0
3036,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB36,C2CB36,C2CB36,false,0
3037,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB37,C2CB37,C2CB37,false,0
3038,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB38,C2CB38,C2CB38,false,0
3039,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB39,C2CB39,C2CB39,false,0
3040,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB40,C2CB40,C2CB40,false,0
3041,filler_credit_T0,E1,ALIGNED,T0,1:1:1,C2CB41,C2CB41,C2CB41,false,0
