BUKRS,VBELN,AWKEY,XBLNR,GJAHR,FKART,FKDAT,BUDAT,WAERS,KURSF,NETWR,MWSBP,GROSS,MWSKZ,KUNNR,STCEG,NAME1
1100,C2CB163,C2CB163,C2CB163,2026,F2,2026-06-23,2026-06-23,MYR,1.0,2662.50,213.00,2875.50,SST-S,CC163,MYC0000163,Cred 163
1100,C2CB164,C2CB164,C2CB164,2026,F2,2026-06-24,2026-06-24,MYR,1.0,2675.00,214.00,2889.00,SST-S,CC164,MYC0000164,Cred 164
1100,C2CB165,C2CB165,C2CB165,2026,F2,2026-06-25,2026-06-25,MYR,1.0,2687.50,215.00,2902.50,SST-S,CC165,MYC0000165,Cred 165
1100,C2CB166,C2CB166,C2CB166,2026,F2,2026-06-26,2026-06-26,MYR,1.0,2700.00,216.00,2916.00,SST-S,CC166,MYC0000166,Cred 166
1100,C2CB167,C2CB167,C2CB167,2026,F2,2026-06-27,2026-06-27,MYR,1.0,2712.50,217.00,2929.50,SST-S,CC167,MYC0000167,Cred 167
1100,C2CB168,C2CB168,C2CB168,2026,F2,2026-06-20,2026-06-20,MYR,1.0,2725.00,218.00,2943.00,SST-S,CC168,MYC0000168,Cred 168
1100,C2CB169,C2CB169,C2CB169,2026,F2,2026-06-21,2026-06-21,MYR,1.0,2737.50,219.00,2956.50,SST-S,CC169,MYC0000169,Cred 169
1100,C2CB170,C2CB170,C2CB170,2026,F2,2026-06-22,2026-06-22,MYR,1.0,2750.00,220.00,2970.00,SST-S,CC170,MYC0000170,Cred 170
1100,C2CB171,C2CB171,C2CB171,2026,F2,2026-06-23,2026-06-23,MYR,1.0,2762.50,221.00,2983.50,SST-S,CC171,MYC0000171,Cred 171
1100,C2CB172,C2CB172,C2CB172,2026,F2,2026-06-24,2026-06-24,MYR,1.0,2775.00,222.00,2997.00,SST-S,CC172,MYC0000172,Cred 172
1100,C2CB173,C2CB173,C2CB173,2026,F2,2026-06-25,2026-06-25,MYR,1.0,2787.50,223.00,3010.50,SST-S,CC173,MYC0000173,Cred 173
1100,C2CB174,C2CB174,C2CB174,2026,F2,2026-06-26,2026-06-26,MYR,1.0,2800.00,224.00,3024.00,SST-S,CC174,MYC0000174,Cred 174
1100,C2CB175,C2CB175,C2CB175,2026,F2,2026-06-27,2026-06-27,MYR,1.0,2812.50,225.00,3037.50,SST-S,CC175,MYC0000175,Cred 175
1100,C2CB176,C2CB176,C2CB176,2026,F2,2026-06-20,2026-06-20,MYR,1.0,2825.00,226.00,3051.00,SST-S,CC176,MYC0000176,Cred 176
1100,C2CB177,C2CB177,C2CB177,2026,F2,2026-06-21,2026-06-21,MYR,1.0,2837.50,227.00,3064.50,SST-S,CC177,MYC0000177,Cred 177
1100,C2CB178,C2CB178,C2CB178,2026,F2,2026-06-22,2026-06-22,MYR,1.0,2850.00,228.00,3078.00,SST-S,CC178,MYC0000178,Cred 178
1100,C2CB179,C2CB179,C2CB179,2026,F2,2026-06-23,2026-06-23,MYR,1.0,2862.50,229.00,3091.50,SST-S,CC179,MYC0000179,Cred 179
1100,C2CB180,C2CB180,C2CB180,2026,F2,2026-06-24,2026-06-24,MYR,1.0,2875.00,230.00,3105.00,SST-S,CC180,MYC0000180,Cred 180
1100,C2CB181,C2CB181,C2CB181,2026,F2,2026-06-25,2026-06-25,MYR,1.0,2887.50,231.00,3118.50,SST-S,CC181,MYC0000181,Cred 181
1100,C2CB182,C2CB182,C2CB182,2026,F2,2026-06-26,2026-06-26,MYR,1.0,2900.00,232.00,3132.00,SST-S,CC182,MYC0000182,Cred 182
1100,C2CB183,C2CB183,C2CB183,2026,F2,2026-06-27,2026-06-27,MYR,1.0,2912.50,233.00,3145.50,SST-S,CC183,MYC0000183,Cred 183
1100,C2CB184,C2CB184,C2CB184,2026,F2,2026-06-20,2026-06-20,MYR,1.0,2925.00,234.00,3159.00,SST-S,CC184,MYC0000184,Cred 184
1100,C2CB185,C2CB185,C2CB185,2026,F2,2026-06-21,2026-06-21,MYR,1.0,2937.50,235.00,3172.50,SST-S,CC185,MYC0000185,Cred 185
1100,C2CB186,C2CB186,C2CB186,2026,F2,2026-06-22,2026-06-22,MYR,1.0,2950.00,236.00,3186.00,SST-S,CC186,MYC0000186,Cred 186
1100,C2CB187,C2CB187,C2CB187,2026,F2,2026-06-23,2026-06-23,MYR,1.0,2962.50,237.00,3199.50,SST-S,CC187,MYC0000187,Cred 187
1100,C2CB188,C2CB188,C2CB188,2026,F2,2026-06-24,2026-06-24,MYR,1.0,2975.00,238.00,3213.00,SST-S,CC188,MYC0000188,Cred 188
1100,C2CB189,C2CB189,C2CB189,2026,F2,2026-06-25,2026-06-25,MYR,1.0,2987.50,239.00,3226.50,SST-S,CC189,MYC0000189,Cred 189
1100,C2CB190,C2CB190,C2CB190,2026,F2,2026-06-26,2026-06-26,MYR,1.0,3000.00,240.00,3240.00,SST-S,CC190,MYC0000190,Cred 190
1100,C2CB191,C2CB191,C2CB191,2026,F2,2026-06-27,2026-06-27,MYR,1.0,3012.50,241.00,3253.50,SST-S,CC191,MYC0000191,Cred 191
1100,C2CB192,C2CB192,C2CB192,2026,F2,2026-06-20,2026-06-20,MYR,1.0,3025.00,242.00,3267.00,SST-S,CC192,MYC0000192,Cred 192
1100,C2CB193,C2CB193,C2CB193,2026,F2,2026-06-21,2026-06-21,MYR,1.0,3037.50,243.00,3280.50,SST-S,CC193,MYC0000193,Cred 193
1100,C2CB194,C2CB194,C2CB194,2026,F2,2026-06-22,2026-06-22,MYR,1.0,3050.00,244.00,3294.00,SST-S,CC194,MYC0000194,Cred 194
1100,C2CB195,C2CB195,C2CB195,2026,F2,2026-06-23,2026-06-23,MYR,1.0,3062.50,245.00,3307.50,SST-S,CC195,MYC0000195,Cred 195
1100,C2CB196,C2CB196,C2CB196,2026,F2,2026-06-24,2026-06-24,MYR,1.0,3075.00,246.00,3321.00,SST-S,CC196,MYC0000196,Cred 196
1100,C2CB197,C2CB197,C2CB197,2026,F2,2026-06-25,2026-06-25,MYR,1.0,3087.50,247.00,3334.50,SST-S,CC197,MYC0000197,Cred 197
1100,C2CB198,C2CB198,C2CB198,2026,F2,2026-06-26,2026-06-26,MYR,1.0,3100.00,248.00,3348.00,SST-S,CC198,MYC0000198,Cred 198
1100,C2CB199,C2CB199,C2CB199,2026,F2,2026-06-27,2026-06-27,MYR,1.0,3112.50,249.00,3361.50,SST-S,CC199,MYC0000199,Cred 199
1100,C2CB200,C2CB200,C2CB200,2026,F2,2026-06-20,2026-06-20,MYR,1.0,625.00,50.00,675.00,SST-S,CC200,MYC0000200,Cred 200
1100,C2CB201,C2CB201,C2CB201,2026,F2,2026-06-21,2026-06-21,MYR,1.0,637.50,51.00,688.50,SST-S,CC201,MYC0000201,Cred 201
1100,C2CB202,C2CB202,C2CB202,2026,F2,2026-06-22,2026-06-22,MYR,1.0,650.00,52.00,702.00,SST-S,CC202,MYC0000202,Cred 202
1100,C2CB203,C2CB203,C2CB203,2026,F2,2026-06-23,2026-06-23,MYR,1.0,662.50,53.00,715.50,SST-S,CC203,MYC0000203,Cred 203
1100,C2CB204,C2CB204,C2CB204,2026,F2,2026-06-24,2026-06-24,MYR,1.0,675.00,54.00,729.00,SST-S,CC204,MYC0000204,Cred 204
1100,C2CB205,C2CB205,C2CB205,2026,F2,2026-06-25,2026-06-25,MYR,1.0,687.50,55.00,742.50,SST-S,CC205,MYC0000205,Cred 205
1100,C2CB206,C2CB206,C2CB206,2026,F2,2026-06-26,2026-06-26,MYR,1.0,700.00,56.00,756.00,SST-S,CC206,MYC0000206,Cred 206
1100,C2CB207,C2CB207,C2CB207,2026,F2,2026-06-27,2026-06-27,MYR,1.0,712.50,57.00,769.50,SST-S,CC207,MYC0000207,Cred 207
1100,C2CB208,C2CB208,C2CB208,2026,F2,2026-06-20,2026-06-20,MYR,1.0,725.00,58.00,783.00,SST-S,CC208,MYC0000208,Cred 208
1100,C2CB209,C2CB209,C2CB209,2026,F2,2026-06-21,2026-06-21,MYR,1.0,737.50,59.00,796.50,SST-S,CC209,MYC0000209,Cred 209
1100,C2CB210,C2CB210,C2CB210,2026,F2,2026-06-22,2026-06-22,MYR,1.0,750.00,60.00,810.00,SST-S,CC210,MYC0000210,Cred 210
1100,C2CB211,C2CB211,C2CB211,2026,F2,2026-06-23,2026-06-23,MYR,1.0,762.50,61.00,823.50,SST-S,CC211,MYC0000211,Cred 211
1100,C2CB212,C2CB212,C2CB212,2026,F2,2026-06-24,2026-06-24,MYR,1.0,775.00,62.00,837.00,SST-S,CC212,MYC0000212,Cred 212
1100,C2CB213,C2CB213,C2CB213,2026,F2,2026-06-25,2026-06-25,MYR,1.0,787.50,63.00,850.50,SST-S,CC213,MYC0000213,Cred 213
1100,C2CB214,C2CB214,C2CB214,2026,F2,2026-06-26,2026-06-26,MYR,1.0,800.00,64.00,864.00,SST-S,CC214,MYC0000214,Cred 214
1100,C2CB215,C2CB215,C2CB215,2026,F2,2026-06-27,2026-06-27,MYR,1.0,812.50,65.00,877.50,SST-S,CC215,MYC0000215,Cred 215
1100,C2CB216,C2CB216,C2CB216,2026,F2,2026-06-20,2026-06-20,MYR,1.0,825.00,66.00,891.00,SST-S,CC216,MYC0000216,Cred 216
1100,C2CB217,C2CB217,C2CB217,2026,F2,2026-06-21,2026-06-21,MYR,1.0,837.50,67.00,904.50,SST-S,CC217,MYC0000217,Cred 217
1100,C2CB218,C2CB218,C2CB218,2026,F2,2026-06-22,2026-06-22,MYR,1.0,850.00,68.00,918.00,SST-S,CC218,MYC0000218,Cred 218
1100,C2CB219,C2CB219,C2CB219,2026,F2,2026-06-23,2026-06-23,MYR,1.0,862.50,69.00,931.50,SST-S,CC219,MYC0000219,Cred 219
1100,C2CB220,C2CB220,C2CB220,2026,F2,2026-06-24,2026-06-24,MYR,1.0,875.00,70.00,945.00,SST-S,CC220,MYC0000220,Cred 220
1100,C2CB221,C2CB221,C2CB221,2026,F2,2026-06-25,2026-06-25,MYR,1.0,887.50,71.00,958.50,SST-S,CC221,MYC0000221,Cred 221
1100,C2CB222,C2CB222,C2CB222,2026,F2,2026-06-26,2026-06-26,MYR,1.0,900.00,72.00,972.00,SST-S,CC222,MYC0000222,Cred 222
1100,C2CB223,C2CB223,C2CB223,2026,F2,2026-06-27,2026-06-27,MYR,1.0,912.50,73.00,985.50,SST-S,CC223,MYC0000223,Cred 223
1100,C2CB224,C2CB224,C2CB224,2026,F2,2026-06-20,2026-06-20,MYR,1.0,925.00,74.00,999.00,SST-S,CC224,MYC0000224,Cred 224
1100,C2CB225,C2CB225,C2CB225,2026,F2,2026-06-21,2026-06-21,MYR,1.0,937.50,75.00,1012.50,SST-S,CC225,MYC0000225,Cred 225
1100,C2CB226,C2CB226,C2CB226,2026,F2,2026-06-22,2026-06-22,MYR,1.0,950.00,76.00,1026.00,SST-S,CC226,MYC0000226,Cred 226
1100,C2CB227,C2CB227,C2CB227,2026,F2,2026-06-23,2026-06-23,MYR,1.0,962.50,77.00,1039.50,SST-S,CC227,MYC0000227,Cred 227
1100,C2CB228,C2CB228,C2CB228,2026,F2,2026-06-24,2026-06-24,MYR,1.0,975.00,78.00,1053.00,SST-S,CC228,MYC0000228,Cred 228
1100,C2CB229,C2CB229,C2CB229,2026,F2,2026-06-25,2026-06-25,MYR,1.0,987.50,79.00,1066.50,SST-S,CC229,MYC0000229,Cred 229
1100,C2CB230,C2CB230,C2CB230,2026,F2,2026-06-26,2026-06-26,MYR,1.0,1000.00,80.00,1080.00,SST-S,CC230,MYC0000230,Cred 230
1100,C2CB231,C2CB231,C2CB231,2026,F2,2026-06-27,2026-06-27,MYR,1.0,1012.50,81.00,1093.50,SST-S,CC231,MYC0000231,Cred 231
1100,C2CB232,C2CB232,C2CB232,2026,F2,2026-06-20,2026-06-20,MYR,1.0,1025.00,82.00,1107.00,SST-S,CC232,MYC0000232,Cred 232
1100,C2CB233,C2CB233,C2CB233,2026,F2,2026-06-21,2026-06-21,MYR,1.0,1037.50,83.00,1120.50,SST-S,CC233,MYC0000233,Cred 233
1100,C2CB234,C2CB234,C2CB234,2026,F2,2026-06-22,2026-06-22,MYR,1.0,1050.00,84.00,1134.00,SST-S,CC234,MYC0000234,Cred 234
1100,C2CB235,C2CB235,C2CB235,2026,F2,2026-06-23,2026-06-23,MYR,1.0,1062.50,85.00,1147.50,SST-S,CC235,MYC0000235,Cred 235
1100,C2CB236,C2CB236,C2CB236,2026,F2,2026-06-24,2026-06-24,MYR,1.0,1075.00,86.00,1161.00,SST-S,CC236,MYC0000236,Cred 236
1100,C2CB237,C2CB237,C2CB237,2026,F2,2026-06-25,2026-06-25,MYR,1.0,1087.50,87.00,1174.50,SST-S,CC237,MYC0000237,Cred 237
1100,C2CB238,C2CB238,C2CB238,2026,F2,2026-06-26,2026-06-26,MYR,1.0,1100.00,88.00,1188.00,SST-S,CC238,MYC0000238,Cred 238
1100,C2CB239,C2CB239,C2CB239,2026,F2,2026-06-27,2026-06-27,MYR,1.0,1112.50,89.00,1201.50,SST-S,CC239,MYC0000239,Cred 239
1100,C2CB240,C2CB240,C2CB240,2026,F2,2026-06-20,2026-06-20,MYR,1.0,1125.00,90.00,1215.00,SST-S,CC240,MYC0000240,Cred 240
1100,C2CB241,C2CB241,C2CB241,2026,F2,2026-06-21,2026-06-21,MYR,1.0,1137.50,91.00,1228.50,SST-S,CC241,MYC0000241,Cred 241
1100,C2CB242,C2CB242,C2CB242,2026,F2,2026-06-22,2026-06-22,MYR,1.0,1150.00,92.00,1242.00,SST-S,CC242,MYC0000242,Cred 242
1100,C2CB243,C2CB243,C2CB243,2026,F2,2026-06-23,2026-06-23,MYR,1.0,1162.50,93.00,1255.50,SST-S,CC243,MYC0000243,Cred 243
1100,C2CB244,C2CB244,C2CB244,2026,F2,2026-06-24,2026-06-24,MYR,1.0,1175.00,94.00,1269.00,SST-S,CC244,MYC0000244,Cred 244
1100,C2CB245,C2CB245,C2CB245,2026,F2,2026-06-25,2026-06-25,MYR,1.0,1187.50,95.00,1282.50,SST-S,CC245,MYC0000245,Cred 245
1100,C2CB246,C2CB246,C2CB246,2026,F2,2026-06-26,2026-06-26,MYR,1.0,1200.00,96.00,1296.00,SST-S,CC246,MYC0000246,Cred 246
1100,C2CB247,C2CB247,C2CB247,2026,F2,2026-06-27,2026-06-27,MYR,1.0,1212.50,97.00,1309.50,SST-S,CC247,MYC0000247,Cred 247
1100,C2CB248,C2CB248,C2CB248,2026,F2,2026-06-20,2026-06-20,MYR,1.0,1225.00,98.00,1323.00,SST-S,CC248,MYC0000248,Cred 248
1100,C2CB249,C2CB249,C2CB249,2026,F2,2026-06-21,2026-06-21,MYR,1.0,1237.50,99.00,1336.50,SST-S,CC249,MYC0000249,Cred 249
1100,C2CB250,C2CB250,C2CB250,2026,F2,2026-06-22,2026-06-22,MYR,1.0,1250.00,100.00,1350.00,SST-S,CC250,MYC0000250,Cred 250
1100,C2CB251,C2CB251,C2CB251,2026,F2,2026-06-23,2026-06-23,MYR,1.0,1262.50,101.00,1363.50,SST-S,CC251,MYC0000251,Cred 251
1100,C2CB252,C2CB252,C2CB252,2026,F2,2026-06-24,2026-06-24,MYR,1.0,1275.00,102.00,1377.00,SST-S,CC252,MYC0000252,Cred 252
1100,C2CB253,C2CB253,C2CB253,2026,F2,2026-06-25,2026-06-25,MYR,1.0,1287.50,103.00,1390.50,SST-S,CC253,MYC0000253,Cred 253
1100,C2CB254,C2CB254,C2CB254,2026,F2,2026-06-26,2026-06-26,MYR,1.0,1300.00,104.00,1404.00,SST-S,CC254,MYC0000254,Cred 254
1100,C2CB255,C2CB255,C2CB255,2026,F2,2026-06-27,2026-06-27,MYR,1.0,1312.50,105.00,1417.50,SST-S,CC255,MYC0000255,Cred 255
1100,C2CB256,C2CB256,C2CB256,2026,F2,2026-06-20,2026-06-20,MYR,1.0,1325.00,106.00,1431.00,SST-S,CC256,MYC0000256,Cred 256
1100,C2CB257,C2CB257,C2CB257,2026,F2,2026-06-21,2026-06-21,MYR,1.0,1337.50,107.00,1444.50,SST-S,CC257,MYC0000257,Cred 257
1100,C2CB258,C2CB258,C2CB258,2026,F2,2026-06-22,2026-06-22,MYR,1.0,1350.00,108.00,1458.00,SST-S,CC258,MYC0000258,Cred 258
1100,C2CB259,C2CB259,C2CB259,2026,F2,2026-06-23,2026-06-23,MYR,1.0,1362.50,109.00,1471.50,SST-S,CC259,MYC0000259,Cred 259
1100,C2CB260,C2CB260,C2CB260,2026,F2,2026-06-24,2026-06-24,MYR,1.0,1375.00,110.00,1485.00,SST-S,CC260,MYC0000260,Cred 260
1100,C2CB261,C2CB261,C2CB261,2026,F2,2026-06-25,2026-06-25,MYR,1.0,1387.50,111.00,1498.50,SST-S,CC261,MYC0000261,Cred 261
1100,C2CB262,C2CB262,C2CB262,2026,F2,2026-06-26,2026-06-26,MYR,1.0,1400.00,112.00,1512.00,SST-S,CC262,MYC0000262,Cred 262
1100,C2CB263,C2CB263,C2CB263,2026,F2,2026-06-27,2026-06-27,MYR,1.0,1412.50,113.00,1525.50,SST-S,CC263,MYC0000263,Cred 263
1100,C2CB264,C2CB264,C2CB264,2026,F2,2026-06-20,2026-06-20,MYR,1.0,1425.00,114.00,1539.00,SST-S,CC264,MYC0000264,Cred 264
1100,C2CB265,C2CB265,C2CB265,2026,F2,2026-06-21,2026-06-21,MYR,1.0,1437.50,115.00,1552.50,SST-S,CC265,MYC0000265,Cred 265
1100,C2CB266,C2CB266,C2CB266,2026,F2,2026-06-22,2026-06-22,MYR,1.0,1450.00,116.00,1566.00,SST-S,CC266,MYC0000266,Cred 266
1100,C2CB267,C2CB267,C2CB267,2026,F2,2026-06-23,2026-06-23,MYR,1.0,1462.50,117.00,1579.50,SST-S,CC267,MYC0000267,Cred 267
1100,C2CB268,C2CB268,C2CB268,2026,F2,2026-06-24,2026-06-24,MYR,1.0,1475.00,118.00,1593.00,SST-S,CC268,MYC0000268,Cred 268
1100,C2CB269,C2CB269,C2CB269,2026,F2,2026-06-25,2026-06-25,MYR,1.0,1487.50,119.00,1606.50,SST-S,CC269,MYC0000269,Cred 269
1100,C2CB270,C2CB270,C2CB270,2026,F2,2026-06-26,2026-06-26,MYR,1.0,1500.00,120.00,1620.00,SST-S,CC270,MYC0000270,Cred 270
1100,C2CB271,C2CB271,C2CB271,2026,F2,2026-06-27,2026-06-27,MYR,1.0,1512.50,121.00,1633.50,SST-S,CC271,MYC0000271,Cred 271
1100,C2CB272,C2CB272,C2CB272,2026,F2,2026-06-20,2026-06-20,MYR,1.0,1525.00,122.00,1647.00,SST-S,CC272,MYC0000272,Cred 272
1100,C2CB273,C2CB273,C2CB273,2026,F2,2026-06-21,2026-06-21,MYR,1.0,1537.50,123.00,1660.50,SST-S,CC273,MYC0000273,Cred 273
1100,C2CB274,C2CB274,C2CB274,2026,F2,2026-06-22,2026-06-22,MYR,1.0,1550.00,124.00,1674.00,SST-S,CC274,MYC0000274,Cred 274
1100,C2CB275,C2CB275,C2CB275,2026,F2,2026-06-23,2026-06-23,MYR,1.0,1562.50,125.00,1687.50,SST-S,CC275,MYC0000275,Cred 275
1100,C2CB276,C2CB276,C2CB276,2026,F2,2026-06-24,2026-06-24,MYR,1.0,1575.00,126.00,1701.00,SST-S,CC276,MYC0000276,Cred 276
1100,C2CB277,C2CB277,C2CB277,2026,F2,2026-06-25,2026-06-25,MYR,1.0,1587.50,127.00,1714.50,SST-S,CC277,MYC0000277,Cred 277
1100,C2CB278,C2CB278,C2CB278,2026,F2,2026-06-26,2026-06-26,MYR,1.0,1600.00,128.00,1728.00,SST-S,CC278,MYC0000278,Cred 278
1100,C2CB279,C2CB279,C2CB279,2026,F2,2026-06-27,2026-06-27,MYR,1.0,1612.50,129.00,1741.50,SST-S,CC279,MYC0000279,Cred 279
1100,C2CB280,C2CB280,C2CB280,2026,F2,2026-06-20,2026-06-20,MYR,1.0,1625.00,130.00,1755.00,SST-S,CC280,MYC0000280,Cred 280
1100,C2CB281,C2CB281,C2CB281,2026,F2,2026-06-21,2026-06-21,MYR,1.0,1637.50,131.00,1768.50,SST-S,CC281,MYC0000281,Cred 281
1100,C2CB282,C2CB282,C2CB282,2026,F2,2026-06-22,2026-06-22,MYR,1.0,1650.00,132.00,1782.00,SST-S,CC282,MYC0000282,Cred 282
1100,C2CB283,C2CB283,C2CB283,2026,F2,2026-06-23,2026-06-23,MYR,1.0,1662.50,133.00,1795.50,SST-S,CC283,MYC0000283,Cred 283
1100,C2CB284,C2CB284,C2CB284,2026,F2,2026-06-24,2026-06-24,MYR,1.0,1675.00,134.00,1809.00,SST-S,CC284,MYC0000284,Cred 284
1100,C2CB285,C2CB285,C2CB285,2026,F2,2026-06-25,2026-06-25,MYR,1.0,1687.50,135.00,1822.50,SST-S,CC285,MYC0000285,Cred 285
1100,C2CB286,C2CB286,C2CB286,2026,F2,2026-06-26,2026-06-26,MYR,1.0,1700.00,136.00,1836.00,SST-S,CC286,MYC0000286,Cred 286
1100,C2CB287,C2CB287,C2CB287,2026,F2,2026-06-27,2026-06-27,MYR,1.0,1712.50,137.00,1849.50,SST-S,CC287,MYC0000287,Cred 287
1100,C2CB288,C2CB288,C2CB288,2026,F2,2026-06-20,2026-06-20,MYR,1.0,1725.00,138.00,1863.00,SST-S,CC288,MYC0000288,Cred 288
1100,C2CB289,C2CB289,C2CB289,2026,F2,2026-06-21,2026-06-21,MYR,1.0,1737.50,139.00,1876.50,SST-S,CC289,MYC0000289,Cred 289
1100,C2CB290,C2CB290,C2CB290,2026,F2,2026-06-22,2026-06-22,MYR,1.0,1750.00,140.00,1890.00,SST-S,CC290,MYC0000290,Cred 290
1100,C2CB291,C2CB291,C2CB291,2026,F2,2026-06-23,2026-06-23,MYR,1.0,1762.50,141.00,1903.50,SST-S,CC291,MYC0000291,Cred 291
1100,C2CB292,C2CB292,C2CB292,2026,F2,2026-06-24,2026-06-24,MYR,1.0,1775.00,142.00,1917.00,SST-S,CC292,MYC0000292,Cred 292
1100,C2CB293,C2CB293,C2CB293,2026,F2,2026-06-25,2026-06-25,MYR,1.0,1787.50,143.00,1930.50,SST-S,CC293,MYC0000293,Cred 293
1100,C2CB294,C2CB294,C2CB294,2026,F2,2026-06-26,2026-06-26,MYR,1.0,1800.00,144.00,1944.00,SST-S,CC294,MYC0000294,Cred 294
1100,C2CB295,C2CB295,C2CB295,2026,F2,2026-06-27,2026-06-27,MYR,1.0,1812.50,145.00,1957.50,SST-S,CC295,MYC0000295,Cred 295
1100,C2CB296,C2CB296,C2CB296,2026,F2,2026-06-20,2026-06-20,MYR,1.0,1825.00,146.00,1971.00,SST-S,CC296,MYC0000296,Cred 296
1100,C2CB297,C2CB297,C2CB297,2026,F2,2026-06-21,2026-06-21,MYR,1.0,1837.50,147.00,1984.50,SST-S,CC297,MYC0000297,Cred 297
1100,C2CB298,C2CB298,C2CB298,2026,F2,2026-06-22,2026-06-22,MYR,1.0,1850.00,148.00,1998.00,SST-S,CC298,MYC0000298,Cred 298
1100,C2CB299,C2CB299,C2CB299,2026,F2,2026-06-23,2026-06-23,MYR,1.0,1862.50,149.00,2011.50,SST-S,CC299,MYC0000299,Cred 299
1100,C2CB300,C2CB300,C2CB300,2026,F2,2026-06-24,2026-06-24,MYR,1.0,1875.00,150.00,2025.00,SST-S,CC300,MYC0000300,Cred 300
1100,C2CB301,C2CB301,C2CB301,2026,F2,2026-06-25,2026-06-25,MYR,1.0,1887.50,151.00,2038.50,SST-S,CC301,MYC0000301,Cred 301
1100,C2CB302,C2CB302,C2CB302,2026,F2,2026-06-26,2026-06-26,MYR,1.0,1900.00,152.00,2052.00,SST-S,CC302,MYC0000302,Cred 302
1100,C2CB303,C2CB303,C2CB303,2026,F2,2026-06-27,2026-06-27,MYR,1.0,1912.50,153.00,2065.50,SST-S,CC303,MYC0000303,Cred 303
1100,C2CB304,C2CB304,C2CB304,2026,F2,2026-06-20,2026-06-20,MYR,1.0,1925.00,154.00,2079.00,SST-S,CC304,MYC0000304,Cred 304
1100,C2CB305,C2CB305,C2CB305,2026,F2,2026-06-21,2026-06-21,MYR,1.0,1937.50,155.00,2092.50,SST-S,CC305,MYC0000305,Cred 305
1100,C2CB306,C2CB306,C2CB306,2026,F2,2026-06-22,2026-06-22,MYR,1.0,1950.00,156.00,2106.00,SST-S,CC306,MYC0000306,Cred 306
1100,C2CB307,C2CB307,C2CB307,2026,F2,2026-06-23,2026-06-23,MYR,1.0,1962.50,157.00,2119.50,SST-S,CC307,MYC0000307,Cred 307
1100,C2CB308,C2CB308,C2CB308,2026,F2,2026-06-24,2026-06-24,MYR,1.0,1975.00,158.00,2133.00,SST-S,CC308,MYC0000308,Cred 308
1100,C2CB309,C2CB309,C2CB309,2026,F2,2026-06-25,2026-06-25,MYR,1.0,1987.50,159.00,2146.50,SST-S,CC309,MYC0000309,Cred 309
1100,C2CB310,C2CB310,C2CB310,2026,F2,2026-06-26,2026-06-26,MYR,1.0,2000.00,160.00,2160.00,SST-S,CC310,MYC0000310,Cred 310
1100,C2CB311,C2CB311,C2CB311,2026,F2,2026-06-27,2026-06-27,MYR,1.0,2012.50,161.00,2173.50,SST-S,CC311,MYC0000311,Cred 311
1100,C2CB312,C2CB312,C2CB312,2026,F2,2026-06-20,2026-06-20,MYR,1.0,2025.00,162.00,2187.00,SST-S,CC312,MYC0000312,Cred 312
1100,C2CB313,C2CB313,C2CB313,2026,F2,2026-06-21,2026-06-21,MYR,1.0,2037.50,163.00,2200.50,SST-S,CC313,MYC0000313,Cred 313
1100,C2CB314,C2CB314,C2CB314,2026,F2,2026-06-22,2026-06-22,MYR,1.0,2050.00,164.00,2214.00,SST-S,CC314,MYC0000314,Cred 314
1100,C2CB315,C2CB315,C2CB315,2026,F2,2026-06-23,2026-06-23,MYR,1.0,2062.50,165.00,2227.50,SST-S,CC315,MYC0000315,Cred 315
1100,C2CB316,C2CB316,C2CB316,2026,F2,2026-06-24,2026-06-24,MYR,1.0,2075.00,166.00,2241.00,SST-S,CC316,MYC0000316,Cred 316
1100,C2CB317,C2CB317,C2CB317,2026,F2,2026-06-25,2026-06-25,MYR,1.0,2087.50,167.00,2254.50,SST-S,CC317,MYC0000317,Cred 317
1100,C2CB318,C2CB318,C2CB318,2026,F2,2026-06-26,2026-06-26,MYR,1.0,2100.00,168.00,2268.00,SST-S,CC318,MYC0000318,Cred 318
1100,C2CB319,C2CB319,C2CB319,2026,F2,2026-06-27,2026-06-27,MYR,1.0,2112.50,169.00,2281.50,SST-S,CC319,MYC0000319,Cred 319
1100,C2CB320,C2CB320,C2CB320,2026,F2,2026-06-20,2026-06-20,MYR,1.0,2125.00,170.00,2295.00,SST-S,CC320,MYC0000320,Cred 320
1100,C2CB321,C2CB321,C2CB321,2026,F2,2026-06-21,2026-06-21,MYR,1.0,2137.50,171.00,2308.50,SST-S,CC321,MYC0000321,Cred 321
1100,C2CB322,C2CB322,C2CB322,2026,F2,2026-06-22,2026-06-22,MYR,1.0,2150.00,172.00,2322.00,SST-S,CC322,MYC0000322,Cred 322
1100,C2CB323,C2CB323,C2CB323,2026,F2,2026-06-23,2026-06-23,MYR,1.0,2162.50,173.00,2335.50,SST-S,CC323,MYC0000323,Cred 323
1100,C2CB324,C2CB324,C2CB324,2026,F2,2026-06-24,2026-06-24,MYR,1.0,2175.00,174.00,2349.00,SST-S,CC324,MYC0000324,Cred 324
1100,C2CB325,C2CB325,C2CB325,2026,F2,2026-06-25,2026-06-25,MYR,1.0,2187.50,175.00,2362.50,SST-S,CC325,MYC0000325,Cred 325
1100,C2CB326,C2CB326,C2CB326,2026,F2,2026-06-26,2026-06-26,MYR,1.0,2200.00,176.00,2376.00,SST-S,CC326,MYC0000326,Cred 326
