scenario_id,scenario_name,expected_cell,expected_bucket,expected_tier,expected_cardinality,gl_docs,ar_docs,einv_docs,expected_ambiguous,expected_min_alternatives
2235,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1235,FIL1235,FIL1235,false,0
2236,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1236,FIL1236,FIL1236,false,0
2237,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1237,FIL1237,FIL1237,false,0
2238,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1238,FIL1238,FIL1238,false,0
2239,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1239,FIL1239,FIL1239,false,0
2240,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1240,FIL1240,FIL1240,false,0
2241,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1241,FIL1241,FIL1241,false,0
2242,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1242,FIL1242,FIL1242,false,0
2243,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1243,FIL1243,FIL1243,false,0
2244,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1244,FIL1244,FIL1244,false,0
2245,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1245,FIL1245,FIL1245,false,0
2246,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1246,FIL1246,FIL1246,false,0
2247,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1247,FIL1247,FIL1247,false,0
2248,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1248,FIL1248,FIL1248,false,0
2249,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1249,FIL1249,FIL1249,false,0
2250,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1250,FIL1250,FIL1250,false,0
2251,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1251,FIL1251,FIL1251,false,0
2252,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1252,FIL1252,FIL1252,false,0
2253,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1253,FIL1253,FIL1253,false,0
2254,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1254,FIL1254,FIL1254,false,0
2255,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1255,FIL1255,FIL1255,false,0
2256,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1256,FIL1256,FIL1256,false,0
2257,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1257,FIL1257,FIL1257,false,0
2258,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1258,FIL1258,FIL1258,false,0
2259,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1259,FIL1259,FIL1259,false,0
2260,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1260,FIL1260,FIL1260,false,0
2261,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1261,FIL1261,FIL1261,false,0
2262,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1262,FIL1262,FIL1262,false,0
2263,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1263,FIL1263,FIL1263,false,0
2264,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1264,FIL1264,FIL1264,false,0
2265,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1265,FIL1265,FIL1265,false,0
2266,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1266,FIL1266,FIL1266,false,0
2267,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1267,FIL1267,FIL1267,false,0
2268,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1268,FIL1268,FIL1268,false,0
2269,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1269,FIL1269,FIL1269,false,0
2270,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1270,FIL1270,FIL1270,false,0
2271,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1271,FIL1271,FIL1271,false,0
2272,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1272,FIL1272,FIL1272,false,0
2273,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1273,FIL1273,FIL1273,false,0
2274,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1274,FIL1274,FIL1274,false,0
2275,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1275,FIL1275,FIL1275,false,0
2276,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1276,FIL1276,FIL1276,false,0
2277,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1277,FIL1277,FIL1277,false,0
2278,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1278,FIL1278,FIL1278,false,0
2279,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1279,FIL1279,FIL1279,false,0
2280,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1280,FIL1280,FIL1280,false,0
2281,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1281,FIL1281,FIL1281,false,0
2282,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1282,FIL1282,FIL1282,false,0
2283,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1283,FIL1283,FIL1283,false,0
2284,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1284,FIL1284,FIL1284,false,0
2285,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1285,FIL1285,FIL1285,false,0
2286,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1286,FIL1286,FIL1286,false,0
2287,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1287,FIL1287,FIL1287,false,0
2288,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1288,FIL1288,FIL1288,false,0
2289,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1289,FIL1289,FIL1289,false,0
2290,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1290,FIL1290,FIL1290,false,0
2291,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1291,FIL1291,FIL1291,false,0
2292,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1292,FIL1292,FIL1292,false,0
2293,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1293,FIL1293,FIL1293,false,0
2294,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1294,FIL1294,FIL1294,false,0
2295,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1295,FIL1295,FIL1295,false,0
2296,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1296,FIL1296,FIL1296,false,0
2297,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1297,FIL1297,FIL1297,false,0
2298,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1298,FIL1298,FIL1298,false,0
2299,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1299,FIL1299,FIL1299,false,0
2300,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1300,FIL1300,FIL1300,false,0
2301,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1301,FIL1301,FIL1301,false,0
2302,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1302,FIL1302,FIL1302,false,0
2303,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1303,FIL1303,FIL1303,false,0
2304,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1304,FIL1304,FIL1304,false,0
2305,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1305,FIL1305,FIL1305,false,0
2306,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1306,FIL1306,FIL1306,false,0
2307,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1307,FIL1307,FIL1307,false,0
2308,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1308,FIL1308,FIL1308,false,0
2309,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1309,FIL1309,FIL1309,false,0
2310,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1310,FIL1310,FIL1310,false,0
2311,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1311,FIL1311,FIL1311,false,0
2312,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1312,FIL1312,FIL1312,false,0
2313,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1313,FIL1313,FIL1313,false,0
2314,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1314,FIL1314,FIL1314,false,0
2315,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1315,FIL1315,FIL1315,false,0
2316,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1316,FIL1316,FIL1316,false,0
2317,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1317,FIL1317,FIL1317,false,0
2318,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1318,FIL1318,FIL1318,false,0
2319,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1319,FIL1319,FIL1319,false,0
2320,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1320,FIL1320,FIL1320,false,0
2321,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1321,FIL1321,FIL1321,false,0
2322,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1322,FIL1322,FIL1322,false,0
2323,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1323,FIL1323,FIL1323,false,0
2324,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1324,FIL1324,FIL1324,false,0
2325,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1325,FIL1325,FIL1325,false,0
2326,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1326,FIL1326,FIL1326,false,0
2327,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1327,FIL1327,FIL1327,false,0
2328,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1328,FIL1328,FIL1328,false,0
2329,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1329,FIL1329,FIL1329,false,0
2330,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1330,FIL1330,FIL1330,false,0
2331,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1331,FIL1331,FIL1331,false,0
2332,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1332,FIL1332,FIL1332,false,0
2333,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1333,FIL1333,FIL1333,false,0
2334,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1334,FIL1334,FIL1334,false,0
2335,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1335,FIL1335,FIL1335,false,0
2336,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1336,FIL1336,FIL1336,false,0
2337,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1337,FIL1337,FIL1337,false,0
2338,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1338,FIL1338,FIL1338,false,0
2339,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1339,FIL1339,FIL1339,false,0
2340,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1340,FIL1340,FIL1340,false,0
2341,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1341,FIL1341,FIL1341,false,0
2342,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1342,FIL1342,FIL1342,false,0
2343,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1343,FIL1343,FIL1343,false,0
2344,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1344,FIL1344,FIL1344,false,0
2345,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1345,FIL1345,FIL1345,false,0
2346,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1346,FIL1346,FIL1346,false,0
2347,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1347,FIL1347,FIL1347,false,0
2348,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1348,FIL1348,FIL1348,false,0
2349,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1349,FIL1349,FIL1349,false,0
2350,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1350,FIL1350,FIL1350,false,0
2351,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1351,FIL1351,FIL1351,false,0
2352,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1352,FIL1352,FIL1352,false,0
2353,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1353,FIL1353,FIL1353,false,0
2354,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1354,FIL1354,FIL1354,false,0
2355,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1355,FIL1355,FIL1355,false,0
2356,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1356,FIL1356,FIL1356,false,0
2357,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1357,FIL1357,FIL1357,false,0
2358,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1358,FIL1358,FIL1358,false,0
2359,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1359,FIL1359,FIL1359,false,0
2360,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1360,FIL1360,FIL1360,false,0
2361,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1361,FIL1361,FIL1361,false,0
2362,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1362,FIL1362,FIL1362,false,0
2363,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1363,FIL1363,FIL1363,false,0
2364,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1364,FIL1364,FIL1364,false,0
2365,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1365,FIL1365,FIL1365,false,0
2366,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1366,FIL1366,FIL1366,false,0
2367,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1367,FIL1367,FIL1367,false,0
2368,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1368,FIL1368,FIL1368,false,0
2369,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1369,FIL1369,FIL1369,false,0
2370,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1370,FIL1370,FIL1370,false,0
2371,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1371,FIL1371,FIL1371,false,0
2372,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1372,FIL1372,FIL1372,false,0
2373,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1373,FIL1373,FIL1373,false,0
2374,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1374,FIL1374,FIL1374,false,0
2375,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1375,FIL1375,FIL1375,false,0
2376,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1376,FIL1376,FIL1376,false,0
2377,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1377,FIL1377,FIL1377,false,0
2378,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1378,FIL1378,FIL1378,false,0
2379,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1379,FIL1379,FIL1379,false,0
2380,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1380,FIL1380,FIL1380,false,0
2381,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1381,FIL1381,FIL1381,false,0
2382,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1382,FIL1382,FIL1382,false,0
2383,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1383,FIL1383,FIL1383,false,0
2384,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1384,FIL1384,FIL1384,false,0
2385,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1385,FIL1385,FIL1385,false,0
2386,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1386,FIL1386,FIL1386,false,0
2387,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1387,FIL1387,FIL1387,false,0
2388,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1388,FIL1388,FIL1388,false,0
2389,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1389,FIL1389,FIL1389,false,0
2390,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1390,FIL1390,FIL1390,false,0
2391,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1391,FIL1391,FIL1391,false,0
2392,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1392,FIL1392,FIL1392,false,0
2393,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1393,FIL1393,FIL1393,false,0
2394,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1394,FIL1394,FIL1394,false,0
2395,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1395,FIL1395,FIL1395,false,0
2396,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1396,FIL1396,FIL1396,false,0
2397,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1397,FIL1397,FIL1397,false,0
2398,filler_clean_T0,E1,ALIGNED,T0,1:1:1,FIL1398,FIL1398,FIL1398,false,0
